Index,Date,Classification,CityCode,ExtractedLocation,Text
5356,2017-11-06,Other,"","","Officials are asking the public to report any sightings of the Spotted Lanternfly .. Details to come @brcnews13 https://t.co/9TsuJQeeFi"
5357,2017-11-06,Other,"USA.PA.Philadelphia","Delaware, Lancaster, Lebanon, Monroe, Philadelphia","PA expands spotted lanternfly zone: Carbon, Delaware, Lancaster, Lebanon, Monroe, Philadelphia, and Schuylkill https://t.co/EcxBHFIqTq"
5358,2017-11-06,Other,"USA.PA.Allentown","","RT @michellejmerlin @pamelalehman Did you take good photos? (also, some helpful pesticides https://t.co/WwWfgb6XIV)"
5359,2017-11-06,Other,"","","@pamelalehman Did you take good photos? (also, some helpful pesticides https://t.co/WwWfgb6XIV)"
5360,2017-11-06,Other,"USA.PA.Allentown","","RT @michellejmerlin Spotted lanternfly quarantines by county, not municipality, in attempt to up awareness and keep bug from spreading https://t.co/FOGiM7AfYs"
5361,2017-11-06,Other,"","","Spotted lanternfly quarantines by county, not municipality, in attempt to up awareness and keep bug from spreading https://t.co/FOGiM7AfYs"
5362,2017-11-06,Other,"","PA","There were some great talks today at #EntSoc17 including two on the Spotted Lantern Fly! It is becoming quite the invasive pest in PA"
5363,2017-11-05,Other,"USA.PA.Philadelphia","Pa.","Spotted lanternfly quarantine zone spreads to more Pa. counties https://t.co/Utqba1G808 via @MercuryX"
5364,2017-11-05,Spread/Sighting,"","","Seven counties added to spotted lanternfly quarantine zone https://t.co/oLz0xSy3cz"
5365,2017-11-05,Spread/Sighting,"USA.DC.Washington, DC","MT, Pa.","MT: Pa. agriculture department adds Lebanon Co to spotted lanternfly quarantine zone https://t.co/XyVH42SOWF #entomology #invasivespecies"
5366,2017-11-05,Other,"","","Spotted lanternfly quarantine expands to #Lancaster,6 other counties #agriculture #bug #insects https://t.co/GMglVXKGsj via @lancasteronline"
5367,2017-11-05,Spread/Sighting,"","Pa., Lebanon County","Pa. agriculture department adds Lebanon County to spotted lanternfly quarantine zone https://t.co/PU1mQE43kr"
5368,2017-11-05,Spread/Sighting,"","","PA Agriculture Department Adds Seven Counties to Spotted Lanternfly Quarantine Zone https://t.co/2Hmv2Hyg8a"
5369,2017-11-04,Other,"USA.PA.Allentown","","Seven counties added to spotted lanternfly quarantine zone https://t.co/oQvYr0FE7n https://t.co/euisFtz9Fq"
5370,2017-11-04,Other,"USA.PA.Lancaster","","Keep your eye out for this! #beast https://t.co/pevDoKZAlJ"
5371,2017-11-04,Spread/Sighting,"USA.PA.York","","RT @SenatorMartinPA Spotted lanternfly quarantine expands to Lancaster & 6 other counties; state asks for help... https://t.co/0kROWiD4OM"
5372,2017-11-04,Other,"","","RT @SenatorMartinPA Spotted lanternfly quarantine expands to Lancaster & 6 other counties; state asks for help... https://t.co/0kROWiD4OM"
5373,2017-11-04,Other,"USA.PA.Lancaster","","RT @SenatorMartinPA Spotted lanternfly quarantine expands to Lancaster & 6 other counties; state asks for help... https://t.co/0kROWiD4OM"
5374,2017-11-04,Other,"USA.PA.Lancaster","","RT @SenatorMartinPA Spotted lanternfly quarantine expands to Lancaster & 6 other counties; state asks for help... https://t.co/0kROWiD4OM"
5375,2017-11-04,Other,"USA.PA.Allentown","","While hunting in @PAGameComm WMC 5C, all Maple trees in woods are being invaded by Spotted Lantern Flies https://t.co/9dG8mmI8XJ"
5376,2017-11-04,Other,"","","11 things you can do to help fight the spotted lanternfly https://t.co/e3DdQcoYKt"
5377,2017-11-04,Other,"","","RT @SenatorMartinPA Spotted lanternfly quarantine expands to Lancaster & 6 other counties; state asks for help... https://t.co/0kROWiD4OM"
5378,2017-11-04,Other,"","","Spotted lanternfly quarantine expands to Lancaster & 6 other counties; state asks for help... https://t.co/0kROWiD4OM"
5379,2017-11-04,Other,"USA.PA.Allentown","","Please read the following from Pennsylvania Department of Agriculture. They've added 7 counties to the... https://t.co/DPuKHNmiDF"
5380,2017-11-04,Other,"","","Spotted lanternfly quarantine expands to Lancaster & 6 other counties; state asks for help https://t.co/zqGdNhJtEC via @lancasteronline"
5381,2017-11-04,Other,"USA.PA.Lancaster","","Something new to add to our Invasive Species list... https://t.co/6GCcgUFDhz"
5382,2017-11-04,Other,"USA.PA.Lancaster","","Spotted lanternfly quarantine expands to Lancaster & 6 other counties; state asks for help https://t.co/E6fy4HsMlP via @lancasteronline"
5383,2017-11-04,Other,"USA.WI.Green Bay","","@OctopusCaveman Similar life cycle to the spotted lantern fly. Eerie."
5384,2017-11-04,Other,"","","Who would've guessed that the world would end via spotted lanternfly"
5385,2017-11-04,Other,"","Pennsylvania","Spotted lanternfly quarantine zone spreads in SE Pennsylvania https://t.co/unYm9RcQlA via @MercuryX"
5386,2017-11-04,Other,"USA.PA.Lancaster","","Spotted lanternfly quarantine expands to Lancaster & 6 other counties; state asks for help... https://t.co/9F11qVkTAY"
5387,2017-11-04,Other,"USA.PA.Lancaster","","RT @SenatorMartinPA The Spotted Lanternfly is an invasive species that destroys select agricultural crops. The PA Dept. of Ag. has... https://t.co/EyAg9U8hd6"
5388,2017-11-04,Spread/Sighting,"","Pennsylvania","RT @mcall Seven more Pennsylvania counties added to spotted lanternfly quarantine zone. https://t.co/Q1KgCgL5pP https://t.co/8aduwqmXig"
5389,2017-11-04,Other,"","Pennsylvania","RT @mcall Seven more Pennsylvania counties added to spotted lanternfly quarantine zone. https://t.co/Q1KgCgL5pP https://t.co/8aduwqmXig"
5390,2017-11-04,Other,"","Pennsylvania","RT @lehighvalley 13 entire Pennsylvania counties now under spotted lanternfly quarantine https://t.co/BEPy1iQQVD https://t.co/cr7eYulRkf"
5391,2017-11-04,Spread/Sighting,"USA.PA.Allentown","Pennsylvania","Seven more Pennsylvania counties added to spotted lanternfly quarantine zone. https://t.co/Q1KgCgL5pP https://t.co/8aduwqmXig"
5392,2017-11-04,Other,"","Pennsylvania","RT @lehighvalley 13 entire Pennsylvania counties now under spotted lanternfly quarantine https://t.co/BEPy1iQQVD https://t.co/cr7eYulRkf"
5393,2017-11-03,Other,"","","@epawawx I wonder if that will kill the spotted lantern flies or if they'll winter over in the ground."
5394,2017-11-03,Other,"","","The Spotted Lanternfly is an invasive species that destroys select agricultural crops. The PA Dept. of Ag. has... https://t.co/EyAg9U8hd6"
5395,2017-11-03,Other,"","","Update on the Spotted Lanternfly. https://t.co/o0E19iDG3z"
5396,2017-11-03,Other,"","Pennsylvania","RT @lehighvalley 13 entire Pennsylvania counties now under spotted lanternfly quarantine https://t.co/BEPy1iQQVD https://t.co/cr7eYulRkf"
5397,2017-11-03,Other,"USA.PA.Allentown","Pennsylvania","RT @lehighvalley 13 entire Pennsylvania counties now under spotted lanternfly quarantine https://t.co/BEPy1iQQVD https://t.co/cr7eYulRkf"
5398,2017-11-03,Other,"USA.PA.Allentown","Pennsylvania","13 entire Pennsylvania counties now under spotted lanternfly quarantine https://t.co/BEPy1iQQVD https://t.co/cr7eYulRkf"
5399,2017-11-03,Spread/Sighting,"USA.PA.Allentown","Pennsylvania","Up from parts of 6, 13 entire Pennsylvania counties under spotted lanternfly quarantine @PAAgriculture @lehighvalley https://t.co/s8Zg4LscTB https://t.co/cbRFsZ8L5c"
5400,2017-11-03,Other,"USA.PA.Lancaster","","RT @SenatorMensch The @PAAgriculture announced that it has expanded the areas quarantined due to the Spotted Lanternfly https://t.co/3t4mEZsa7L"
5401,2017-11-03,Other,"","","RT @Entemnein @EntoLudwick @mskvarla36 Email to: badbug at pa dot gov. https://t.co/j8ZPxUrUDK"
5402,2017-11-03,Other,"USA.PA.Pittsburgh","","@EntoLudwick @mskvarla36 Email to: badbug at pa dot gov. https://t.co/j8ZPxUrUDK"
5403,2017-11-03,Spread/Sighting,"USA.PA.Lancaster","Lancaster County","Lancaster County now under @PAAgriculture Spotted Lanternfly quarantine. Learn more -... https://t.co/rRN42y77rF"
5404,2017-11-03,Other,"USA.PA.Lancaster","Lancaster County","Lancaster County now under @PAAgriculture Spotted Lanternfly quarantine. Learn more - https://t.co/BScuNUyn2y"
5405,2017-11-03,Other,"","","The @PAAgriculture announced that it has expanded the areas quarantined due to the Spotted Lanternfly https://t.co/3t4mEZsa7L"
5406,2017-11-03,Other,"","Philadelphia","@EntoLudwick @jen_slavick Detection map for spotted lanternfly as of a week or so ago, not quite in Philadelphia yet, but close https://t.co/g9AAcAZdNY"
5407,2017-11-03,Other,"","","@jen_slavick @EntoLudwick They're confined to SW PA, for now. For more info check out the PA Dept of Agriculture website on spotted lanternfly https://t.co/QhaMB8VgjQ"
5408,2017-11-03,Other,"","Badbug@pa.gov","@jen_slavick @EntoLudwick Can confirm it's an invasive spotted lanternfly. Please send the photo & exact location to Badbug@pa.gov to report it"
5409,2017-11-03,Other,"USA.MO.Columbia","","This is an invasive spotted lanternfly. 😥 @mskvarla36 might have more information on reporting and the likes. #BugID https://t.co/MWRrIPJSX6"
5410,2017-11-03,Spread/Sighting,"","","RT @paenvirodigest Agriculture Expands Spotted Lanternfly Quarantine Area To 13 Whole Counties, 5 New: https://t.co/QfyNx1GIcw https://t.co/2Fs6Q9oUhr"
5411,2017-11-03,Spread/Sighting,"USA.PA.Harrisburg","","Agriculture Expands Spotted Lanternfly Quarantine Area To 13 Whole Counties, 5 New: https://t.co/QfyNx1GIcw https://t.co/2Fs6Q9oUhr"
5412,2017-11-01,Other,"","","The Spotted Lanternfly could mean big trouble for your area. Keep an eye out for this invasive species and report... https://t.co/KBJlJh2SOw"
5413,2017-10-31,Other,"","","Squish the spotted lanternflies- everyone you see! https://t.co/Fra9l0R9KU"
5414,2017-10-31,Other,"USA.PA.Philadelphia","","It's #HalloTREEn! Time 4 a #ScaryTreeFact: The #spottedlanternfly, an invasive pest, is spreading quickly thru PA https://t.co/gs11bKKLMm https://t.co/N0wEXryXpB"
5415,2017-10-31,Other,"","","RT @NPDN #GetInvolved #SpottedLanternfly 11 things you can do to help fight the spotted lanternfly https://t.co/v2UL4htqkR"
5416,2017-10-30,Other,"USA.PA.Allentown","","Apparently the spotted lantern fly can do a lot of damage. And it is becoming out of control. https://t.co/txeOOJfMwI"
5417,2017-10-30,Other,"","","RT @NPDN #GetInvolved #SpottedLanternfly 11 things you can do to help fight the spotted lanternfly https://t.co/v2UL4htqkR"
5418,2017-10-30,Other,"","","#GetInvolved #SpottedLanternfly 11 things you can do to help fight the spotted lanternfly https://t.co/v2UL4htqkR"
5419,2017-10-30,Spread/Sighting,"USA.PA.York","China, Pennsylvania","The Spotted Lanternfly, an invasive insect from China, has been found in parts of Pennsylvania. The insects have... https://t.co/L8E5bbytG3"
5420,2017-10-30,Other,"","","RT @lehighvalley 11 things you can do to help fight the spotted lanternfly https://t.co/42S0XiGgNd https://t.co/8CxSYeA0Zj"
5421,2017-10-30,Other,"USA.PA.Allentown","","11 things you can do to help fight the spotted lanternfly https://t.co/42S0XiGgNd https://t.co/8CxSYeA0Zj"
5422,2017-10-30,Other,"","","Spotted lantern-flies 😬👎🏻 My daughter and I noticed these spotted lantern-flies in our local… https://t.co/MVC6npuXFC"
5423,2017-10-29,Other,"","","@Vignoramus Is that the spotted lantern fly?"
5424,2017-10-28,Other,"","","RT @WendyDavisnews Tips for fighting the Spotted Lanternfly https://t.co/Lt8S4ujUGw"
5425,2017-10-28,Other,"","","Tips for fighting the Spotted Lanternfly https://t.co/Lt8S4ujUGw"
5426,2017-10-28,Other,"","","RT @69News Tips for fighting the Spotted Lanternfly https://t.co/rqkA3XlRAX"
5427,2017-10-28,Other,"USA.PA.Allentown","","Tips for fighting the Spotted Lanternfly https://t.co/rqkA3XlRAX"
5428,2017-10-28,Other,"","","RT @BerksCounty Tips for fighting the Spotted Lanternfly:https://t.co/WjSxsc6Who"
5429,2017-10-28,Other,"","","Tips for fighting the Spotted Lanternfly:https://t.co/WjSxsc6Who"
5430,2017-10-27,Other,"USA.PA.Allentown","","RT @harmswy The grey blotches are Spotted lantern fly egg masses. Will be scraping them off soon. These cold… https://t.co/KjjsK3hUb9"
5431,2017-10-27,Other,"USA.IL.Chicago","","What you need to know about invasive spotted lantern flies—and how to get rid of them: https://t.co/BsgPX20AXi https://t.co/0OjmVtelno"
5432,2017-10-27,Other,"USA.PA.Allentown","","What you need to know about invasive spotted lantern flies—and how to get rid of them: https://t.co/JNtSRCMbiD https://t.co/stjhcDY2Z9"
5433,2017-10-27,Other,"","","RT @NPDN Calling all #FirstDetectors! Keep this on your radar! #EDRR Officials meet to fight spotted lanternfly https://t.co/DCv63kd8ky"
5434,2017-10-27,Other,"USA.PA.Philadelphia","","Keep your eyes peeled for the Spotted Laternfly, a non-native, invasive pest that has been spotted in the area. https://t.co/od8puT6Jfa https://t.co/tHvB29YeaC"
5435,2017-10-26,Other,"","","RT @NPDN Calling all #FirstDetectors! Keep this on your radar! #EDRR Officials meet to fight spotted lanternfly https://t.co/DCv63kd8ky"
5436,2017-10-26,Other,"USA.PA.Philadelphia","","On The Blog: SPOTTED LANTERNFLY AWARENESS, contributed by Amanda Quadrel, Morris Arboretum Intern https://t.co/v7S1ob3LyU https://t.co/Q8coNnB7xA"
5437,2017-10-26,Other,"USA.PA.Lancaster","Lancaster County","More info on the invasive pest Spotted Lanternfly that has arrived in Lancaster County. https://t.co/UYpFA0daaO"
5438,2017-10-26,Other,"","","Federal, state officials meet in Berks to fight spotted lanternfly https://t.co/fQSvnfo0aj"
5439,2017-10-26,Other,"","","Calling all #FirstDetectors! Keep this on your radar! #EDRR Officials meet to fight spotted lanternfly https://t.co/DCv63kd8ky"
5440,2017-10-26,Other,"","","Second grade students continue to research the invasive Spotted Lanternfly in EE!"
5441,2017-10-26,Other,"","","RT @SenatorArgall Spotted Lanternfly the focus of House and Senate Ag Committee Testimony https://t.co/edLhnV1sFY"
5442,2017-10-26,Other,"GBR.West Midlands.Coventry","","RT @PottstownNews North Coventry official says he is currently using flame thrower 2 get rid of spotted lanternfly. Says invasive bug is killing invasive tree"
5443,2017-10-25,Other,"","","Regional planners vote to send letter in support of additional funding to fight spotted lanternfly."
5444,2017-10-25,Other,"","","North Coventry official says he is currently using flame thrower 2 get rid of spotted lanternfly. Says invasive bug is killing invasive tree"
5445,2017-10-25,Other,"USA.NY.New York","","RT @SansofPA I HAVE TOO MANY!: Federal, state officials meet to fight spotted lanternfly https://t.co/RQNXLaMFyh"
5446,2017-10-25,Other,"","","I HAVE TOO MANY!: Federal, state officials meet to fight spotted lanternfly https://t.co/RQNXLaMFyh"
5447,2017-10-25,Other,"USA.PA.Allentown","","RT @CloverHillWine Federal, state officials meet to fight spotted lanternfly - WFMZ #Savethegrapes #LehighValley #Berks https://t.co/i0DZLFEKTm"
5448,2017-10-25,Other,"","","Federal, state officials meet to fight spotted lanternfly - WFMZ #Savethegrapes #LehighValley #Berks https://t.co/i0DZLFEKTm"
5449,2017-10-25,Other,"","","Spotted Lantern Fly update for Laureldale Borough. https://t.co/MOqlSWDMcl"
5450,2017-10-25,Other,"","","RT @69News Federal, state officials meet in Berks to fight spotted lanternfly https://t.co/Xv6lQLKaXP"
5451,2017-10-25,Other,"","","RT @69News Federal, state officials meet in Berks to fight spotted lanternfly https://t.co/Xv6lQLKaXP"
5452,2017-10-25,Other,"USA.PA.Allentown","","Federal, state officials meet in Berks to fight spotted lanternfly https://t.co/Xv6lQLKaXP"
5453,2017-10-25,Other,"","Bethlehem","Invasive insect now in Bethlehem, more than 20 new municipalities https://t.co/pgnEurzc5i"
5454,2017-10-25,Other,"","","Federal, state officials meet in Berks to fight spotted lanternfly:https://t.co/JrBAjHnxQ8"
5455,2017-10-25,Other,"USA.PA.Lancaster","","Spotted Lanternfly: A Growing Threat to PA’s Ag & Export Industries https://t.co/g1ARpJcCPv"
5456,2017-10-25,Other,"","Berks County","'An economic crisis.' That's what one Berks County Commissioner called the Spotted Lanternfly problem. Tune to 69 News at 10:30 for details."
5457,2017-10-24,Other,"","","Spotted lanternfly https://t.co/VcgTNwFZxx"
5458,2017-10-24,Other,"","","RT @jeffhyde The Spotted Lanternfly is a huge problem! Learn more here: https://t.co/UPMtPhwfjZ? #spottedlanternfly #PSUExtension"
5459,2017-10-24,Other,"","","Job announcement at Penn State for spotted lanternfly extension. See details here: https://t.co/KwF3tputXr"
5460,2017-10-24,Other,"","","RT @jeffhyde The Spotted Lanternfly is a huge problem! Learn more here: https://t.co/UPMtPhwfjZ? #spottedlanternfly #PSUExtension"
5461,2017-10-24,Other,"","","The Spotted Lanternfly is a huge problem! Learn more here: https://t.co/UPMtPhwfjZ? #spottedlanternfly #PSUExtension"
5462,2017-10-24,Other,"","","Spotted Lantern Fly info https://t.co/VFRsC4THqv"
5463,2017-10-24,Other,"","","Spotted Lantern Fly info https://t.co/VFRsC4THqv https://t.co/hzH4DurW2s"
5464,2017-10-24,Other,"","","Spotted Lantern Fly info https://t.co/2khPsaGkkU"
5465,2017-10-24,Spread/Sighting,"","","Today has been absurd, being attacked inside by bees and outside by spotted lanternflies. #ihatebugs"
5466,2017-10-23,Other,"","","RT @PhilLancFarming Spotted lanternfly ramps up onslaught https://t.co/l20CbO0pLb"
5467,2017-10-23,Other,"","","RT @PhilLancFarming Spotted lanternfly ramps up onslaught https://t.co/l20CbO0pLb"
5468,2017-10-23,Other,"","","Berks grower expects $400,000 loss from spotted lanternfly this year https://t.co/l20CbNIOTD"
5469,2017-10-23,Other,"","","Spotted lanternfly ramps up onslaught https://t.co/l20CbO0pLb"
5470,2017-10-23,Other,"","","What To Do If You Find Spotted Lanternfly https://t.co/Q7lpDm3smg"
5471,2017-10-23,Other,"","","always thinking about Spotted Lanternflies"
5472,2017-10-22,Spread/Sighting,"","","Does anyone know an effective way to get rid of the spotted lantern fly? They are attacking my silver maple."
5473,2017-10-22,Spread/Sighting,"","","Just found (and killed) a spotted lantern fly on the side of my house. Not good."
5474,2017-10-22,Other,"","","I guess the spiders got the memo about killing all of the Spotted Lantern Flies. First one I've… https://t.co/jVbqZS2d6r"
5475,2017-10-22,Other,"USA.DC.Washington, DC","","Spotted lanternfly in the news Editorial: Spotted lanternfly invasion requires robust response - https://t.co/gd3wKTQ5Uc #forestry"
5476,2017-10-22,Other,"USA.PA.Pittsburgh","","Spotted Lanternfly: A Growing Threat to PA’s Ag & Export Industries https://t.co/Xc7NVi5e2v"
5477,2017-10-22,Other,"","","RT @ReadingEagle Senator Judy Schwank wants task force on spotted lanternfly. https://t.co/myCq5DQsVC https://t.co/3puERGT4CJ"
5478,2017-10-21,Other,"","","Senator Judy Schwank wants task force on spotted lanternfly. https://t.co/myCq5DQsVC https://t.co/3puERGT4CJ"
5479,2017-10-21,Other,"","","At the cemetery...came across a Spotted Lantern Fly... RIP Fly...😳😳🙄😳 https://t.co/KLgfMbzWQd"
5480,2017-10-21,Other,"","","RT @ReadingEagle Sen. Judy Schwank wants a task force on the spotted lanternfly. https://t.co/OPYkpQnX3v https://t.co/JxRUjRoDW4"
5481,2017-10-21,Other,"","","Keep an eye out for these suckers. Kill them when you can. https://t.co/yFY8xiR0RT"
5482,2017-10-21,Other,"","","RT @ReadingEagle Sen. Judy Schwank wants a task force on the spotted lanternfly. https://t.co/OPYkpQnX3v https://t.co/JxRUjRoDW4"
5483,2017-10-21,Other,"","","RT @ReadingEagle Sen. Judy Schwank wants a task force on the spotted lanternfly. https://t.co/OPYkpQnX3v https://t.co/JxRUjRoDW4"
5484,2017-10-21,Other,"USA.PA.Lancaster","","RT @ReadingEagle Sen. Judy Schwank wants a task force on the spotted lanternfly. https://t.co/OPYkpQnX3v https://t.co/JxRUjRoDW4"
5485,2017-10-21,Other,"","","RT @ReadingEagle Sen. Judy Schwank wants a task force on the spotted lanternfly. https://t.co/OPYkpQnX3v https://t.co/JxRUjRoDW4"
5486,2017-10-21,Other,"","","Sen. Judy Schwank wants a task force on the spotted lanternfly. https://t.co/OPYkpQnX3v https://t.co/JxRUjRoDW4"
5487,2017-10-20,Other,"","","@iansomerhalder the spotted lantern fly is quickly destroying American crops. Insect warfare is no joke man. Someone has to do something! https://t.co/iewgArS6Am"
5488,2017-10-20,Other,"","USA","@BenAffleck the spotted lantern fly invasion on USA is for real these things are multiplying fast and are destroying crops fast. I need help https://t.co/JURBawptML"
5489,2017-10-20,Other,"","","@LeoDiCaprio some one has to stop the spotted lantern fly invasion they are destroying our crops and multiply by the thousands so quickly! https://t.co/bcVZ699nCF"
5490,2017-10-20,Other,"","","@rosariodawson look up insect warfare and the spotted lantern fly this is no joking matter. Someone has to care besides myself."
5491,2017-10-20,Other,"","","@rosariodawson they attack grapes and all kinds of fruits and vegetables! Somebody has to stop the spotted lantern fly invasion!"
5492,2017-10-20,Other,"","China","@rosariodawson this is the spotted lantern fly it's killing our crops, imported from China! Nobody seems to care 😥 https://t.co/jzXYg4UuE4"
5493,2017-10-20,Other,"","","Spotted Lanternfly the focus of House and Senate Ag Committee Testimony https://t.co/edLhnV1sFY"
5494,2017-10-20,Other,"","","@USDA spotted lantern fly is becoming an epidemic! We gotta do something about Chinas insect warfare on us. #protectourcrops https://t.co/jt79ht86Hh"
5495,2017-10-20,Other,"USA.PA.Harrisburg","Berks County","RT @ReadingEagle Spotted lanternfly worries Berks County businesses (contains video of today's informational meeting). https://t.co/96RXsK3HEC https://t.co/hpeGgoJO8p"
5496,2017-10-20,Other,"","China","@realDonaldTrump we need to stop importing from China. This is insect war fare. #spotted lantern fly epidemic https://t.co/t5Vntv0GCj"
5497,2017-10-20,Other,"USA.MA.Salem","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5498,2017-10-20,Other,"USA.VA.Fredericksburg","New Jersey","New Jersey prepares for possible invasion of tree-destroying bug, the spotted lanternfly"
5499,2017-10-20,Other,"USA.PA.Philadelphia","","If you see this guy, a spotted lanternfly, please report him to badbug@pa.gov #badbug… https://t.co/SWkK7zTHRU"
5500,2017-10-20,Other,"USA.FL.Fort Lauderdale","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5501,2017-10-20,Spread/Sighting,"","","@SenJudySchwank spotted lantern flies attacking our maple tree in Fleetwood. Only saw them for 1st time a few weeks ago. https://t.co/yTLiFnD7E3"
5502,2017-10-20,Other,"USA.NC.Raleigh","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5503,2017-10-19,Other,"","Berks Ag","RT @BerksCountry Worries about lantern fly growing in Berks Ag community. #lanternfly #invasivespecies https://t.co/wGhGjSowST"
5504,2017-10-19,Other,"","Berks Ag","RT @BerksCountry Worries about lantern fly growing in Berks Ag community. #lanternfly #invasivespecies https://t.co/wGhGjSowST"
5505,2017-10-19,Other,"","Berks Ag","RT @BerksCountry Worries about lantern fly growing in Berks Ag community. #lanternfly #invasivespecies https://t.co/wGhGjSowST"
5506,2017-10-19,Other,"","Berks Ag","Worries about lantern fly growing in Berks Ag community. #lanternfly #invasivespecies https://t.co/wGhGjSowST"
5507,2017-10-19,Other,"","","Spotted Lanternfly laying fresh eggs. #lehighvalley #badbugs #spottedlanternfly #pests #macungie… https://t.co/XKfjsTgP6d"
5508,2017-10-19,Other,"USA.MA.Boston","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5509,2017-10-19,Other,"CAN.BC.Kamloops","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5510,2017-10-19,Other,"","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5511,2017-10-19,Other,"USA.OH.Columbus","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5512,2017-10-19,Other,"USA.MS.Gulfport","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5513,2017-10-19,Other,"","Pa.","EntsocAmerica: Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, ho… https://t.co/3kP1KUf4JE"
5514,2017-10-19,Other,"","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5515,2017-10-19,Other,"","Pa.","RT @EntsocAmerica Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5516,2017-10-19,Other,"","Pa.","Native to Asia, spotted lanternfly threatens Pa. industries such as grape, fruit, plant nursery, hops, and logging. https://t.co/bQALKQau38"
5517,2017-10-19,Other,"USA.PA.Lancaster","Berks County","The spotted lanternfly worries Berks County businesses; check the story & video of a hearing | Reading Eagle - NEWS https://t.co/OOBHZ6p0Io"
5518,2017-10-19,Other,"USA.PA.Philadelphia","","Well that's not good. @PAAgriculture map showing spotted lanternfly distribution focused in Berks and BucksMont (red is bug, green no bug): https://t.co/aEC9ugAkW2"
5519,2017-10-19,Other,"","Pa.","if the spotted lanternfly had ears, they would have been burning Wednesday due to a Pa. Legislature hearing. https://t.co/sZzwkvl49h https://t.co/GdImSOq56M"
5520,2017-10-19,Spread/Sighting,"","","RT @paenvirodigest Agriculture Reports Nearly 1,500 Properties Infested With Spotted Lanternfly Populations In Eastern PA: https://t.co/3wYWvaBUI5 https://t.co/CJIXse2biJ"
5521,2017-10-19,Other,"","Berks County","Spotted lanternfly worries #Berks County businesses (w/ video). https://t.co/fKYVCgIlDy https://t.co/tX8uOqpZ7n"
5522,2017-10-19,Spread/Sighting,"USA.PA.Harrisburg","","Agriculture Reports Nearly 1,500 Properties Infested With Spotted Lanternfly Populations In Eastern PA: https://t.co/3wYWvaBUI5 https://t.co/CJIXse2biJ"
5523,2017-10-19,Other,"","","Keep your eyes open for spotted lanternfly! https://t.co/cy3ZQolcZ0"
5524,2017-10-19,Other,"USA.PA.Allentown","PA","@StrohlAuto A spotted lantern fly. You're supposed to kill them because they are invasive and killing crops in PA!"
5525,2017-10-19,Other,"","Berks County","Spotted lanternfly worries Berks County businesses (VIDEO, DOCUMENTS):https://t.co/vosqNCwEds"
5526,2017-10-19,Other,"","","RT @SenElderVogelJr #PASenate Ag Cmte hearing on Spotted Lanternfly. Invasive pest. If U C one, report it! https://t.co/BKxw2cOSQj https://t.co/HlEGAUb3FB https://t.co/JVIkvyXpBr"
5527,2017-10-19,Other,"","","RT @CRISP_news https://t.co/CpnqhyJoC9 Please Be On the Lookout for the Spotted Lanternfly https://t.co/MpluTxsODM"
5528,2017-10-19,Other,"","","Got them all over here https://t.co/DF4fiIwnDW"
5529,2017-10-19,Other,"GBR.South East.Reading","Berks County","RT @ReadingEagle Spotted lanternfly worries Berks County businesses (contains video of today's informational meeting). https://t.co/96RXsK3HEC https://t.co/hpeGgoJO8p"
5530,2017-10-19,Other,"","Berks County","Spotted lanternfly worries Berks County businesses (contains video of today's informational meeting). https://t.co/96RXsK3HEC https://t.co/hpeGgoJO8p"
5531,2017-10-18,Other,"","PA, Pa.","Thanks 69 news in PA https://t.co/6g9VcGLQ4i Pa. lawmakers on… https://t.co/6eHTCacHNY"
5532,2017-10-18,Other,"","PA, Pa.","Thanks 69 news in PA https://t.co/6g9VcGLQ4i Pa. lawmakers on spotted lanternfly:... @JadAbumrad @RobertKrulwich @Radiolab @nytimes @WNYC"
